ID_Pedido,Data_Envio,Produto,Categoria,Peso_KG,Origem,Destino,Distancia_KM,Transportadora,Metodo_Envio,Custo_Frete,Custo_Operacional_Total,Tempo_Entrega_Previsto_Dias,Status,Dias_Atraso,Avaliacao_Cliente
PED-20171,2023-06-21,Produto D,Categoria 3,41.54,CD São Paulo,São Paulo,372,Transportadora A,Expresso,18.77,33.09,4,Entregue,0,5.0
PED-20172,2023-06-22,Produto D,Categoria 4,37.91,CD Rio de Janeiro,Porto Alegre,1629,Transportadora B,Padrão,31.44,50.96,5,Entregue,0,5.0
PED-20173,2023-06-23,Produto E,Categoria 3,37.68,CD Curitiba,Salvador,1536,Transportadora B,Econômico,39.77,58.75,5,Entregue,0,5.0
PED-20174,2023-06-24,Produto C,Categoria 3,31.8,CD São Paulo,Brasília,900,Transportadora A,Padrão,16.54,30.58,3,Extraviado,14,1.0
PED-20175,2023-06-25,Produto G,Categoria 2,20.27,CD São Paulo,São Paulo,122,Transportadora B,Padrão,18.82,25.51,1,Entregue,0,5.0
PED-20176,2023-06-26,Produto E,Categoria 3,2.1,CD Rio de Janeiro,Fortaleza,861,Transportadora A,Padrão,16.1,21.04,3,Entregue,0,4.0
PED-20177,2023-06-27,Produto D,Categoria 3,43.84,CD Curitiba,Porto Alegre,222,Transportadora C,Padrão,19.97,34.23,4,Entregue,0,4.0
PED-20178,2023-06-28,Produto D,Categoria 1,64.03,CD Curitiba,Rio de Janeiro,1144,Transportadora C,Padrão,53.1,78.03,4,Em Trânsito,0,
PED-20179,2023-06-29,Produto F,Categoria 2,15.14,CD Curitiba,São Paulo,1714,Transportadora A,Padrão,22.51,35.62,7,Entregue,0,3.0
PED-20180,2023-06-30,Produto A,Categoria 3,86.59,CD Curitiba,Curitiba,17,Transportadora C,Padrão,40.56,66.62,1,Entregue,0,3.0
PED-20181,2023-07-01,Produto C,Categoria 2,79.16,CD Rio de Janeiro,Manaus,1174,Transportadora C,Padrão,56.33,85.95,4,Entregue,0,4.0
PED-20182,2023-07-02,Produto H,Categoria 2,75.05,CD São Paulo,São Paulo,1463,Transportadora A,Padrão,57.31,87.14,5,Atrasado,4,3.0
PED-20183,2023-07-03,Produto B,Categoria 1,65.08,CD Recife,Curitiba,644,Transportadora D,Premium,46.31,69.05,4,Entregue,0,5.0
PED-20184,2023-07-04,Produto G,Categoria 4,30.55,CD Belo Horizonte,Curitiba,1299,Transportadora A,Padrão,19.11,34.77,7,Entregue,0,5.0
PED-20185,2023-07-05,Produto A,Categoria 3,24.83,CD Curitiba,Manaus,1186,Transportadora C,Econômico,22.34,35.72,5,Em Trânsito,0,
PED-20186,2023-07-06,Produto H,Categoria 1,2.13,CD Recife,Brasília,118,Transportadora D,Expresso,-3.17,-1.94,3,Entregue,0,5.0
PED-20187,2023-07-07,Produto D,Categoria 2,23.09,CD Recife,São Paulo,721,Transportadora A,Padrão,22.27,32.8,5,Atrasado,3,1.0
PED-20188,2023-07-08,Produto G,Categoria 3,44.18,CD Rio de Janeiro,Recife,1903,Transportadora C,Padrão,37.92,60.69,6,Entregue,0,5.0
PED-20189,2023-07-09,Produto A,Categoria 2,48.93,CD Curitiba,Rio de Janeiro,1761,Transportadora C,Padrão,45.74,69.22,7,Entregue,0,5.0
PED-20190,2023-07-10,Produto H,Categoria 4,46.9,CD São Paulo,Manaus,380,Transportadora A,Expresso,23.13,39.1,4,Entregue,0,4.0
PED-20191,2023-07-11,Produto H,Categoria 3,46.79,CD Curitiba,Recife,754,Transportadora B,Expresso,40.12,57.93,5,Entregue,0,5.0
PED-20192,2023-07-12,Produto G,Categoria 1,88.3,CD Recife,Porto Alegre,1985,Transportadora A,Expresso,72.23,108.64,7,Entregue,0,5.0
PED-20193,2023-07-13,Produto D,Categoria 4,46.6,CD Belo Horizonte,Belo Horizonte,599,Transportadora A,Econômico,19.76,36.73,3,Entregue,0,5.0
PED-20194,2023-07-14,Produto D,Categoria 4,41.87,CD Belo Horizonte,Fortaleza,1862,Transportadora A,Expresso,31.25,53.12,7,Em Trânsito,0,
PED-20195,2023-07-15,Produto G,Categoria 4,5.61,CD São Paulo,Curitiba,1083,Transportadora A,Padrão,11.18,18.28,5,Entregue,0,4.0
PED-20196,2023-07-16,Produto J,Categoria 4,94.8,CD Belo Horizonte,Belo Horizonte,1740,Transportadora D,Padrão,63.02,100.16,5,Entregue,0,4.0
PED-20197,2023-07-17,Produto B,Categoria 1,89.76,CD São Paulo,Porto Alegre,537,Transportadora A,Econômico,45.85,75.46,3,Entregue,0,5.0
PED-20198,2023-07-18,Produto B,Categoria 2,92.31,CD Rio de Janeiro,São Paulo,486,Transportadora D,Padrão,46.83,76.95,4,Aguardando Retirada,0,
PED-20199,2023-07-19,Produto C,Categoria 1,29.89,CD Rio de Janeiro,Manaus,1459,Transportadora C,Padrão,31.05,47.31,5,Entregue,0,5.0
PED-20200,2023-07-20,Produto I,Categoria 4,5.79,CD Recife,Salvador,1072,Transportadora D,Expresso,19.91,27.01,6,Entregue,0,3.0
PED-20201,2023-07-21,Produto J,Categoria 1,46.78,CD Belo Horizonte,Salvador,1079,Transportadora A,Padrão,34.28,53.71,7,Entregue,0,5.0
PED-20202,2023-07-22,Produto I,Categoria 3,38.96,CD Curitiba,Porto Alegre,1080,Transportadora C,Econômico,38.64,55.73,4,Entregue,0,4.0
PED-20203,2023-07-23,Produto B,Categoria 4,65.52,CD Rio de Janeiro,Recife,538,Transportadora B,Expresso,43.58,65.93,4,Entregue,0,5.0
PED-20204,2023-07-24,Produto C,Categoria 2,43.62,CD São Paulo,Porto Alegre,302,Transportadora B,Padrão,29.45,44.05,2,Atrasado,3,3.0
PED-20205,2023-07-25,Produto D,Categoria 1,60.02,CD Rio de Janeiro,Fortaleza,453,Transportadora A,Econômico,31.91,52.18,4,Entregue,0,5.0
PED-20206,2023-07-26,Produto B,Categoria 3,35.8,CD Belo Horizonte,Belo Horizonte,894,Transportadora C,Padrão,27.96,43.17,4,Atrasado,5,1.0
PED-20207,2023-07-27,Produto H,Categoria 1,51.5,CD Belo Horizonte,Curitiba,1232,Transportadora B,Padrão,38.09,59.7,4,Entregue,0,5.0
PED-20208,2023-07-28,Produto J,Categoria 3,47.97,CD São Paulo,Manaus,1397,Transportadora B,Padrão,31.52,52.9,7,Entregue,0,4.0
PED-20209,2023-07-29,Produto F,Categoria 3,93.43,CD Belo Horizonte,Salvador,1384,Transportadora A,Padrão,70.2,105.15,7,Atrasado,3,2.0
PED-20210,2023-07-30,Produto F,Categoria 1,86.93,CD Recife,Recife,14,Transportadora A,Padrão,40.24,66.39,2,Entregue,0,5.0
PED-20211,2023-07-31,Produto G,Categoria 4,48.21,CD Curitiba,Curitiba,18,Transportadora D,Padrão,33.73,48.28,1,Extraviado,7,1.0
PED-20212,2023-08-01,Produto D,Categoria 4,35.57,CD São Paulo,Recife,1856,Transportadora B,Padrão,35.66,55.61,7,Entregue,0,5.0
PED-20213,2023-08-02,Produto D,Categoria 2,19.75,CD Recife,Salvador,1144,Transportadora B,Padrão,27.95,39.59,7,Atrasado,5,3.0
PED-20214,2023-08-03,Produto B,Categoria 4,92.24,CD Recife,Fortaleza,397,Transportadora B,Expresso,41.32,70.98,4,Entregue,0,5.0
PED-20215,2023-08-04,Produto I,Categoria 2,17.01,CD Curitiba,Rio de Janeiro,1863,Transportadora B,Econômico,30.9,45.32,4,Entregue,0,5.0
PED-20216,2023-08-05,Produto F,Categoria 4,99.21,CD Rio de Janeiro,Salvador,1657,Transportadora D,Padrão,56.93,94.98,7,Entregue,0,5.0
PED-20217,2023-08-06,Produto H,Categoria 3,15.02,CD Belo Horizonte,Brasília,239,Transportadora A,Padrão,13.64,19.34,3,Entregue,0,4.0
PED-20218,2023-08-07,Produto E,Categoria 3,71.25,CD Belo Horizonte,São Paulo,1078,Transportadora C,Padrão,37.56,64.33,5,Entregue,0,4.0
PED-20219,2023-08-08,Produto I,Categoria 3,27.33,CD Rio de Janeiro,Brasília,1151,Transportadora B,Padrão,32.23,46.18,7,Entregue,0,5.0
PED-20220,2023-08-09,Produto B,Categoria 2,2.96,CD Recife,Manaus,248,Transportadora D,Expresso,-1.26,0.87,4,Entregue,0,5.0
PED-20221,2023-08-10,Produto H,Categoria 4,22.26,CD Belo Horizonte,Porto Alegre,1259,Transportadora B,Expresso,32.05,45.02,5,Entregue,0,4.0
PED-20222,2023-08-11,Produto A,Categoria 2,52.35,CD Recife,Fortaleza,437,Transportadora A,Padrão,24.72,42.61,2,Em Trânsito,0,
PED-20223,2023-08-12,Produto A,Categoria 3,2.9,CD São Paulo,Curitiba,605,Transportadora D,Padrão,12.8,16.7,4,Entregue,0,5.0
PED-20224,2023-08-13,Produto G,Categoria 1,40.64,CD Curitiba,Belo Horizonte,1383,Transportadora B,Padrão,31.25,50.36,4,Entregue,0,4.0
PED-20225,2023-08-14,Produto G,Categoria 1,79.95,CD Belo Horizonte,Rio de Janeiro,1642,Transportadora D,Expresso,62.97,95.16,7,Entregue,0,5.0
PED-20226,2023-08-15,Produto G,Categoria 3,46.3,CD Rio de Janeiro,São Paulo,946,Transportadora B,Padrão,27.76,46.38,5,Entregue,0,4.0
PED-20227,2023-08-16,Produto B,Categoria 1,62.37,CD São Paulo,Fortaleza,1819,Transportadora C,Premium,45.68,73.49,5,Entregue,0,3.0
PED-20228,2023-08-17,Produto F,Categoria 1,28.85,CD Rio de Janeiro,Rio de Janeiro,1381,Transportadora C,Expresso,32.41,47.97,4,Entregue,0,5.0
PED-20229,2023-08-18,Produto F,Categoria 1,5.57,CD Belo Horizonte,Curitiba,840,Transportadora B,Padrão,9.08,14.95,5,Atrasado,2,2.0
PED-20230,2023-08-19,Produto E,Categoria 4,51.94,CD Belo Horizonte,Curitiba,561,Transportadora D,Padrão,26.02,44.41,3,Em Trânsito,0,
PED-20231,2023-08-20,Produto B,Categoria 2,12.77,CD Curitiba,Manaus,1795,Transportadora D,Econômico,17.16,29.97,5,Entregue,0,5.0
PED-20232,2023-08-21,Produto G,Categoria 2,44.12,CD Curitiba,Salvador,637,Transportadora C,Padrão,20.47,36.89,3,Entregue,0,5.0
PED-20233,2023-08-22,Produto E,Categoria 2,49.01,CD Belo Horizonte,Curitiba,932,Transportadora C,Padrão,25.72,45.08,5,Entregue,0,4.0
PED-20234,2023-08-23,Produto D,Categoria 2,76.48,CD São Paulo,Manaus,222,Transportadora B,Padrão,42.46,66.51,3,Entregue,0,4.0
PED-20235,2023-08-24,Produto B,Categoria 2,4.1,CD Belo Horizonte,Salvador,1640,Transportadora A,Econômico,18.97,28.4,6,Entregue,0,4.0
PED-20236,2023-08-25,Produto G,Categoria 1,78.04,CD Curitiba,Recife,984,Transportadora D,Expresso,53.29,81.62,5,Entregue,0,5.0
PED-20237,2023-08-26,Produto H,Categoria 4,73.0,CD São Paulo,Brasília,187,Transportadora C,Expresso,44.12,66.95,1,Entregue,0,5.0
PED-20238,2023-08-27,Produto A,Categoria 1,56.85,CD Belo Horizonte,São Paulo,1883,Transportadora D,Econômico,48.14,74.61,4,Entregue,0,5.0
PED-20239,2023-08-28,Produto E,Categoria 3,7.2,CD Recife,Curitiba,756,Transportadora A,Econômico,13.29,19.23,4,Entregue,0,5.0
PED-20240,2023-08-29,Produto F,Categoria 1,96.83,CD São Paulo,Manaus,1698,Transportadora A,Econômico,59.37,96.91,6,Atrasado,3,2.0
PED-20241,2023-08-30,Produto A,Categoria 1,93.33,CD Rio de Janeiro,Salvador,908,Transportadora D,Padrão,57.61,90.15,3,Entregue,0,4.0
PED-20242,2023-08-31,Produto C,Categoria 4,38.1,CD Recife,Curitiba,156,Transportadora B,Padrão,23.23,35.44,2,Em Trânsito,0,
PED-20243,2023-09-01,Produto D,Categoria 4,66.23,CD São Paulo,Porto Alegre,494,Transportadora C,Expresso,32.01,54.35,4,Aguardando Retirada,0,
PED-20244,2023-09-02,Produto C,Categoria 4,44.27,CD Recife,São Paulo,1475,Transportadora B,Expresso,31.22,51.88,7,Entregue,0,3.0
PED-20245,2023-09-03,Produto J,Categoria 4,72.39,CD São Paulo,Salvador,1587,Transportadora B,Expresso,50.16,79.81,4,Entregue,0,5.0
PED-20246,2023-09-04,Produto A,Categoria 4,27.08,CD Belo Horizonte,São Paulo,865,Transportadora A,Padrão,18.65,31.1,5,Entregue,0,4.0
PED-20247,2023-09-05,Produto C,Categoria 2,14.65,CD Curitiba,Curitiba,38,Transportadora B,Expresso,2.22,6.81,2,Extraviado,14,1.0
PED-20248,2023-09-06,Produto I,Categoria 3,91.54,CD Rio de Janeiro,Belo Horizonte,1341,Transportadora B,Expresso,66.83,101.0,7,Aguardando Retirada,0,
PED-20249,2023-09-07,Produto C,Categoria 2,9.77,CD Curitiba,Recife,1812,Transportadora A,Padrão,30.1,42.09,5,Entregue,0,4.0
PED-20250,2023-09-08,Produto C,Categoria 1,38.7,CD Curitiba,Curitiba,24,Transportadora B,Padrão,24.06,35.79,1,Entregue,0,5.0
PED-20251,2023-09-09,Produto H,Categoria 3,39.74,CD Curitiba,Brasília,1633,Transportadora B,Padrão,45.32,65.41,5,Em Trânsito,0,
PED-20252,2023-09-10,Produto A,Categoria 3,4.67,CD São Paulo,Fortaleza,1958,Transportadora A,Padrão,30.28,41.47,4,Entregue,0,5.0
PED-20253,2023-09-11,Produto A,Categoria 2,30.64,CD Belo Horizonte,Recife,360,Transportadora A,Padrão,21.16,32.15,4,Em Trânsito,0,
PED-20254,2023-09-12,Produto J,Categoria 4,95.38,CD Curitiba,Brasília,1081,Transportadora D,Padrão,58.6,92.62,5,Atrasado,1,3.0
PED-20255,2023-09-13,Produto D,Categoria 3,19.85,CD Belo Horizonte,Fortaleza,1359,Transportadora B,Padrão,28.68,41.43,6,Entregue,0,3.0
PED-20256,2023-09-14,Produto E,Categoria 4,57.14,CD Belo Horizonte,Manaus,1718,Transportadora B,Expresso,42.3,68.03,7,Entregue,0,4.0
PED-20257,2023-09-15,Produto F,Categoria 1,42.05,CD Recife,Belo Horizonte,1143,Transportadora C,Expresso,30.24,48.57,7,Entregue,0,5.0
PED-20258,2023-09-16,Produto J,Categoria 2,82.68,CD Curitiba,Brasília,1920,Transportadora A,Econômico,59.77,94.17,4,Entregue,0,5.0
PED-20259,2023-09-17,Produto G,Categoria 3,15.59,CD Curitiba,Brasília,932,Transportadora A,Padrão,17.13,26.47,5,Entregue,0,5.0
PED-20260,2023-09-18,Produto C,Categoria 4,54.93,CD Belo Horizonte,Porto Alegre,1423,Transportadora B,Padrão,39.84,63.43,6,Em Trânsito,0,
PED-20261,2023-09-19,Produto G,Categoria 2,25.89,CD Rio de Janeiro,Manaus,1885,Transportadora A,Econômico,32.85,50.04,5,Atrasado,1,2.0
PED-20262,2023-09-20,Produto C,Categoria 2,91.65,CD Belo Horizonte,Salvador,1647,Transportadora A,Padrão,69.58,105.31,7,Atrasado,4,1.0
PED-20263,2023-09-21,Produto C,Categoria 3,0.56,CD Belo Horizonte,Curitiba,1401,Transportadora D,Premium,22.13,29.3,6,Entregue,0,3.0
PED-20264,2023-09-22,Produto I,Categoria 1,7.09,CD Recife,Rio de Janeiro,422,Transportadora A,Econômico,-2.02,2.22,4,Atrasado,3,1.0
PED-20265,2023-09-23,Produto C,Categoria 3,85.95,CD Rio de Janeiro,Manaus,594,Transportadora C,Padrão,42.61,71.36,3,Em Trânsito,0,
PED-20266,2023-09-24,Produto C,Categoria 4,26.92,CD Curitiba,Rio de Janeiro,1326,Transportadora B,Premium,33.13,47.84,5,Entregue,0,5.0
PED-20267,2023-09-25,Produto F,Categoria 1,48.53,CD Belo Horizonte,São Paulo,1167,Transportadora D,Padrão,45.88,66.27,5,Entregue,0,5.0
PED-20268,2023-09-26,Produto B,Categoria 3,7.08,CD Belo Horizonte,São Paulo,689,Transportadora B,Padrão,1.02,6.59,3,Entregue,0,5.0
PED-20269,2023-09-27,Produto C,Categoria 1,47.1,CD São Paulo,Manaus,1118,Transportadora B,Expresso,26.86,46.58,6,Atrasado,1,1.0
PED-20270,2023-09-28,Produto A,Categoria 1,98.13,CD Curitiba,São Paulo,1683,Transportadora A,Padrão,71.47,109.32,4,Entregue,0,5.0
PED-20271,2023-09-29,Produto H,Categoria 1,92.52,CD São Paulo,São Paulo,253,Transportadora C,Econômico,41.03,70.05,4,Em Trânsito,0,
PED-20272,2023-09-30,Produto D,Categoria 3,49.6,CD Belo Horizonte,Salvador,986,Transportadora C,Padrão,27.22,47.03,5,Entregue,0,4.0
PED-20273,2023-10-01,Produto E,Categoria 1,8.46,CD Recife,São Paulo,1328,Transportadora D,Padrão,19.45,28.63,5,Em Trânsito,0,
PED-20274,2023-10-02,Produto G,Categoria 2,46.23,CD São Paulo,Salvador,163,Transportadora D,Padrão,33.23,47.91,3,Entregue,0,3.0
PED-20275,2023-10-03,Produto F,Categoria 1,89.99,CD São Paulo,Brasília,954,Transportadora C,Expresso,49.42,81.19,5,Entregue,0,5.0
PED-20276,2023-10-04,Produto E,Categoria 1,61.87,CD Rio de Janeiro,Fortaleza,235,Transportadora D,Padrão,30.83,50.57,3,Entregue,0,5.0
PED-20277,2023-10-05,Produto J,Categoria 1,97.96,CD São Paulo,Manaus,1250,Transportadora B,Padrão,60.93,96.57,6,Entregue,0,4.0
PED-20278,2023-10-06,Produto F,Categoria 3,85.13,CD Rio de Janeiro,Belo Horizonte,273,Transportadora B,Econômico,49.35,76.25,4,Em Trânsito,0,
PED-20279,2023-10-07,Produto A,Categoria 4,95.59,CD São Paulo,Rio de Janeiro,1542,Transportadora B,Padrão,58.49,94.88,6,Entregue,0,5.0
PED-20280,2023-10-08,Produto A,Categoria 3,26.18,CD Rio de Janeiro,São Paulo,1926,Transportadora D,Econômico,28.02,45.5,5,Entregue,0,3.0
PED-20281,2023-10-09,Produto F,Categoria 1,56.08,CD Belo Horizonte,Recife,1691,Transportadora C,Padrão,54.53,79.81,6,Entregue,0,5.0
PED-20282,2023-10-10,Produto A,Categoria 3,88.97,CD São Paulo,Curitiba,398,Transportadora B,Expresso,40.86,69.54,4,Entregue,0,4.0
PED-20283,2023-10-11,Produto H,Categoria 1,81.53,CD Rio de Janeiro,Curitiba,1682,Transportadora B,Expresso,62.08,94.95,6,Entregue,0,3.0
PED-20284,2023-10-12,Produto A,Categoria 2,33.39,CD Recife,Fortaleza,1413,Transportadora D,Padrão,29.14,46.22,4,Entregue,0,4.0
PED-20285,2023-10-13,Produto C,Categoria 2,66.66,CD Rio de Janeiro,Recife,181,Transportadora D,Padrão,25.2,46.1,3,Atrasado,2,1.0
PED-20286,2023-10-14,Produto G,Categoria 4,52.91,CD São Paulo,Rio de Janeiro,856,Transportadora C,Econômico,37.44,57.59,3,Entregue,0,4.0
PED-20287,2023-10-15,Produto A,Categoria 2,66.94,CD São Paulo,Salvador,668,Transportadora D,Padrão,34.42,57.84,4,Em Trânsito,0,
PED-20288,2023-10-16,Produto I,Categoria 2,83.62,CD São Paulo,Fortaleza,905,Transportadora A,Premium,48.22,77.83,4,Aguardando Retirada,0,
PED-20289,2023-10-17,Produto G,Categoria 3,59.18,CD São Paulo,São Paulo,675,Transportadora C,Padrão,42.18,63.31,4,Entregue,0,4.0
PED-20290,2023-10-18,Produto J,Categoria 1,68.42,CD Belo Horizonte,Salvador,1051,Transportadora A,Padrão,37.4,63.18,7,Entregue,0,5.0
PED-20291,2023-10-19,Produto I,Categoria 2,80.72,CD Recife,São Paulo,1431,Transportadora D,Padrão,45.83,77.2,4,Entregue,0,5.0
PED-20292,2023-10-20,Produto C,Categoria 3,77.94,CD São Paulo,Rio de Janeiro,1752,Transportadora D,Premium,52.71,84.85,7,Extraviado,5,1.0
PED-20293,2023-10-21,Produto C,Categoria 2,24.91,CD Rio de Janeiro,Salvador,1978,Transportadora B,Padrão,23.65,41.01,4,Atrasado,1,1.0
PED-20294,2023-10-22,Produto B,Categoria 4,81.59,CD Recife,Belo Horizonte,799,Transportadora A,Econômico,41.25,69.72,4,Entregue,0,5.0
PED-20295,2023-10-23,Produto A,Categoria 2,43.67,CD Curitiba,Salvador,721,Transportadora A,Econômico,29.56,46.27,3,Em Trânsito,0,
PED-20296,2023-10-24,Produto F,Categoria 2,27.58,CD Belo Horizonte,Brasília,1812,Transportadora D,Padrão,37.35,54.68,5,Entregue,0,5.0
PED-20297,2023-10-25,Produto D,Categoria 4,94.02,CD São Paulo,Curitiba,1196,Transportadora C,Padrão,54.71,88.9,7,Extraviado,5,1.0
PED-20298,2023-10-26,Produto B,Categoria 1,30.41,CD Recife,Rio de Janeiro,1339,Transportadora B,Expresso,29.38,45.2,7,Extraviado,7,1.0
PED-20299,2023-10-27,Produto G,Categoria 1,97.29,CD São Paulo,São Paulo,769,Transportadora D,Padrão,50.85,83.88,4,Entregue,0,3.0
PED-20300,2023-10-28,Produto B,Categoria 1,99.14,CD São Paulo,Brasília,1982,Transportadora A,Expresso,67.33,106.98,7,Entregue,0,5.0
PED-20301,2023-10-29,Produto B,Categoria 3,5.6,CD Rio de Janeiro,Belo Horizonte,731,Transportadora C,Padrão,9.66,15.0,3,Entregue,0,5.0
PED-20302,2023-10-30,Produto H,Categoria 3,59.37,CD Rio de Janeiro,São Paulo,1851,Transportadora B,Padrão,54.96,82.03,5,Entregue,0,3.0
PED-20303,2023-10-31,Produto H,Categoria 1,80.27,CD São Paulo,Rio de Janeiro,1062,Transportadora C,Expresso,52.49,81.88,4,Em Trânsito,0,
PED-20304,2023-11-01,Produto G,Categoria 3,26.14,CD Rio de Janeiro,Rio de Janeiro,1147,Transportadora C,Padrão,29.67,43.25,7,Entregue,0,4.0
PED-20305,2023-11-02,Produto I,Categoria 2,82.49,CD São Paulo,Curitiba,1098,Transportadora B,Padrão,50.37,80.61,6,Entregue,0,5.0
PED-20306,2023-11-03,Produto H,Categoria 2,55.72,CD São Paulo,Brasília,890,Transportadora D,Padrão,30.17,51.34,4,Entregue,0,4.0
PED-20307,2023-11-04,Produto C,Categoria 1,84.53,CD São Paulo,Manaus,1651,Transportadora A,Padrão,63.23,96.84,4,Aguardando Retirada,0,
PED-20308,2023-11-05,Produto J,Categoria 4,22.29,CD Curitiba,Porto Alegre,1884,Transportadora D,Padrão,38.82,54.93,4,Entregue,0,4.0
PED-20309,2023-11-06,Produto A,Categoria 2,95.64,CD Rio de Janeiro,Salvador,1819,Transportadora A,Econômico,68.14,105.93,7,Entregue,0,4.0
PED-20310,2023-11-07,Produto E,Categoria 2,46.7,CD Rio de Janeiro,Salvador,1509,Transportadora D,Padrão,38.56,60.12,7,Entregue,0,5.0
PED-20311,2023-11-08,Produto H,Categoria 3,15.75,CD São Paulo,São Paulo,1307,Transportadora C,Padrão,12.42,23.68,7,Aguardando Retirada,0,
PED-20312,2023-11-09,Produto H,Categoria 4,10.31,CD São Paulo,Manaus,1523,Transportadora C,Expresso,19.41,30.12,7,Em Trânsito,0,
PED-20313,2023-11-10,Produto E,Categoria 4,54.45,CD Curitiba,Brasília,1247,Transportadora B,Padrão,36.4,58.97,5,Entregue,0,5.0
PED-20314,2023-11-11,Produto C,Categoria 4,36.62,CD Belo Horizonte,Rio de Janeiro,1991,Transportadora D,Padrão,36.59,57.53,7,Entregue,0,5.0
PED-20315,2023-11-12,Produto F,Categoria 1,74.38,CD Recife,Belo Horizonte,1497,Transportadora B,Econômico,44.0,73.8,7,Entregue,0,5.0
PED-20316,2023-11-13,Produto I,Categoria 1,42.22,CD Rio de Janeiro,Curitiba,1339,Transportadora C,Expresso,43.18,62.54,5,Entregue,0,5.0
PED-20317,2023-11-14,Produto F,Categoria 3,33.46,CD Curitiba,Rio de Janeiro,1327,Transportadora D,Padrão,33.91,50.58,5,Entregue,0,5.0
PED-20318,2023-11-15,Produto J,Categoria 2,8.57,CD Rio de Janeiro,Fortaleza,1453,Transportadora D,Expresso,25.96,35.8,6,Atrasado,3,3.0
PED-20319,2023-11-16,Produto B,Categoria 3,16.66,CD Curitiba,Fortaleza,1709,Transportadora C,Padrão,21.3,34.84,5,Entregue,0,4.0
PED-20320,2023-11-17,Produto H,Categoria 2,48.38,CD Recife,São Paulo,1275,Transportadora B,Expresso,37.33,58.22,7,Em Trânsito,0,
PED-20321,2023-11-18,Produto H,Categoria 2,92.88,CD Rio de Janeiro,São Paulo,381,Transportadora D,Padrão,48.39,78.16,4,Entregue,0,5.0
PED-20322,2023-11-19,Produto J,Categoria 4,7.1,CD Curitiba,Brasília,1061,Transportadora B,Padrão,19.1,26.54,4,Em Trânsito,0,
PED-20323,2023-11-20,Produto D,Categoria 2,31.74,CD Belo Horizonte,Fortaleza,790,Transportadora D,Padrão,30.36,43.83,5,Em Trânsito,0,
PED-20324,2023-11-21,Produto C,Categoria 4,88.99,CD Recife,Brasília,286,Transportadora B,Padrão,49.96,78.09,4,Entregue,0,5.0
PED-20325,2023-11-22,Produto D,Categoria 1,43.84,CD São Paulo,Fortaleza,1516,Transportadora A,Padrão,42.64,63.37,6,Entregue,0,3.0
PED-20326,2023-11-23,Produto I,Categoria 3,81.6,CD Curitiba,Belo Horizonte,1102,Transportadora B,Premium,48.57,78.56,4,Entregue,0,5.0
PED-20327,2023-11-24,Produto C,Categoria 1,15.83,CD Rio de Janeiro,São Paulo,801,Transportadora D,Padrão,15.77,24.52,4,Entregue,0,5.0
PED-20328,2023-11-25,Produto C,Categoria 4,47.58,CD Recife,Manaus,1191,Transportadora D,Padrão,33.61,53.84,5,Entregue,0,4.0
PED-20329,2023-11-26,Produto D,Categoria 1,3.54,CD São Paulo,São Paulo,1158,Transportadora B,Padrão,12.06,18.91,5,Entregue,0,5.0
PED-20330,2023-11-27,Produto B,Categoria 1,93.79,CD São Paulo,Rio de Janeiro,1362,Transportadora B,Padrão,66.33,101.28,6,Aguardando Retirada,0,
PED-20331,2023-11-28,Produto B,Categoria 3,12.26,CD Rio de Janeiro,Salvador,1393,Transportadora A,Expresso,10.99,21.63,4,Entregue,0,5.0
PED-20332,2023-11-29,Produto G,Categoria 4,23.95,CD Rio de Janeiro,Salvador,228,Transportadora C,Padrão,18.13,26.45,4,Em Trânsito,0,
PED-20333,2023-11-30,Produto E,Categoria 2,87.97,CD Belo Horizonte,Brasília,615,Transportadora C,Padrão,42.47,71.94,4,Entregue,0,5.0
PED-20334,2023-12-01,Produto J,Categoria 3,49.44,CD Rio de Janeiro,Curitiba,1388,Transportadora C,Padrão,31.18,52.95,4,Em Trânsito,0,
PED-20335,2023-12-02,Produto B,Categoria 3,95.85,CD Recife,Salvador,649,Transportadora A,Expresso,60.02,92.02,5,Entregue,0,5.0
PED-20336,2023-12-03,Produto D,Categoria 2,59.05,CD Recife,São Paulo,655,Transportadora C,Padrão,26.43,47.42,4,Atrasado,3,3.0
PED-20337,2023-12-04,Produto D,Categoria 4,40.83,CD Rio de Janeiro,Salvador,1891,Transportadora C,Padrão,30.17,51.87,7,Entregue,0,5.0
PED-20338,2023-12-05,Produto E,Categoria 2,85.02,CD São Paulo,Curitiba,691,Transportadora D,Padrão,43.28,72.24,4,Entregue,0,4.0
PED-20339,2023-12-06,Produto C,Categoria 3,29.0,CD São Paulo,Curitiba,1317,Transportadora A,Padrão,37.48,52.76,6,Entregue,0,5.0
PED-20340,2023-12-07,Produto E,Categoria 4,61.25,CD Rio de Janeiro,Brasília,1151,Transportadora A,Padrão,42.54,66.67,7,Entregue,0,4.0
PED-20341,2023-12-08,Produto F,Categoria 4,16.91,CD Rio de Janeiro,São Paulo,566,Transportadora A,Expresso,8.18,16.08,5,Entregue,0,4.0
PED-20342,2023-12-09,Produto H,Categoria 4,16.34,CD Belo Horizonte,São Paulo,741,Transportadora B,Expresso,13.39,22.0,3,Entregue,0,4.0
