ID_Funcionario,Nome,Idade,Genero,Departamento,Cargo,Nivel,Tempo_Empresa_Meses,Salario,Performance,Satisfacao,Ausencias_Anuais,Treinamentos_Completados,Local_Trabalho,Turnover
EMP-1218,Funcionário 219,49,Masculino,Administrativo,Gerente Administrativo,Gerência,78,17334.41,4,5,13,6,Remoto,False
EMP-1219,Funcionário 220,45,Masculino,P&D,Gerente de P&D,Gerência,76,16568.31,1,2,14,3,Híbrido,False
EMP-1220,Funcionário 221,49,Masculino,P&D,Diretor de P&D,Diretoria,29,21970.14,3,6,6,2,Remoto,False
EMP-1221,Funcionário 222,51,Masculino,TI,CTO,Diretoria,14,19287.05,2,4,13,3,Presencial,False
EMP-1222,Funcionário 223,26,Masculino,RH,Analista de RH,Pleno,51,6525.09,5,8,4,5,Presencial,False
EMP-1223,Funcionário 224,35,Masculino,TI,Gerente de TI,Gerência,2,12880.46,1,1,14,0,Remoto,True
EMP-1224,Funcionário 225,51,Masculino,Vendas,Diretor de Vendas,Diretoria,69,28201.34,4,5,8,8,Presencial,False
EMP-1225,Funcionário 226,24,Masculino,Vendas,Vendedor Jr,Junior,110,5211.44,4,7,8,7,Presencial,True
EMP-1226,Funcionário 227,31,Feminino,TI,Desenvolvedor Pleno,Pleno,59,6272.68,3,5,9,2,Híbrido,False
EMP-1227,Funcionário 228,27,Feminino,Financeiro,Assistente Financeiro,Junior,41,4255.63,1,1,10,3,Híbrido,True
EMP-1228,Funcionário 229,22,Masculino,Administrativo,Assistente Administrativo,Junior,19,3760.02,3,6,6,5,Híbrido,False
EMP-1229,Funcionário 230,33,Feminino,Operações,Coordenador de Operações,Sênior,105,12591.91,4,7,9,8,Presencial,False
EMP-1230,Funcionário 231,31,Feminino,Financeiro,Analista Financeiro,Pleno,38,6249.91,3,6,15,2,Presencial,False
EMP-1231,Funcionário 232,55,Masculino,TI,CTO,Diretoria,108,28306.73,3,4,15,4,Presencial,False
EMP-1232,Funcionário 233,46,Feminino,TI,Arquiteto de Software,Diretoria,29,20420.11,3,5,7,5,Híbrido,False
EMP-1233,Funcionário 234,26,Masculino,P&D,Pesquisador Pleno,Pleno,64,6787.59,3,6,12,2,Híbrido,False
EMP-1234,Funcionário 235,39,Masculino,Financeiro,Gerente Financeiro,Gerência,88,16151.45,2,3,12,2,Remoto,False
EMP-1235,Funcionário 236,28,Masculino,Operações,Assistente Operacional,Junior,59,4159.77,4,5,12,6,Presencial,False
EMP-1236,Funcionário 237,23,Feminino,Financeiro,Assistente Financeiro,Junior,19,3478.24,3,5,14,5,Remoto,False
EMP-1237,Funcionário 238,32,Feminino,Operações,Analista de Operações,Pleno,77,7065.1,1,1,15,3,Remoto,True
EMP-1238,Funcionário 239,30,Masculino,Vendas,Vendedor Sr,Sênior,37,10357.44,3,4,10,2,Remoto,False
EMP-1239,Funcionário 240,44,Masculino,TI,Arquiteto de Software,Diretoria,19,20873.12,5,6,14,3,Remoto,False
EMP-1240,Funcionário 241,38,Feminino,Vendas,Vendedor Sr,Sênior,96,11280.08,3,5,11,3,Híbrido,False
EMP-1241,Funcionário 242,28,Masculino,RH,Analista de RH,Pleno,86,6966.94,4,4,15,5,Presencial,True
EMP-1242,Funcionário 243,32,Masculino,Vendas,Vendedor Pleno,Pleno,109,7368.42,5,9,10,7,Presencial,False
EMP-1243,Funcionário 244,47,Feminino,Administrativo,Gerente Administrativo,Gerência,103,16161.85,4,5,5,3,Híbrido,False
EMP-1244,Funcionário 245,30,Feminino,Operações,Analista de Operações,Pleno,106,7153.66,5,9,6,8,Presencial,False
EMP-1245,Funcionário 246,26,Feminino,RH,Assistente de RH,Junior,90,5206.82,2,3,11,1,Presencial,False
EMP-1246,Funcionário 247,30,Feminino,RH,Analista de RH,Pleno,5,5263.95,3,4,15,4,Presencial,False
EMP-1247,Funcionário 248,53,Feminino,RH,Diretor de RH,Diretoria,77,24840.79,4,7,6,6,Presencial,False
EMP-1248,Funcionário 249,40,Masculino,Marketing,Gerente de Marketing,Gerência,41,15256.06,2,2,10,2,Remoto,True
EMP-1249,Funcionário 250,38,Masculino,Operações,Coordenador de Operações,Sênior,40,9401.66,5,7,3,4,Híbrido,False
EMP-1250,Funcionário 251,26,Masculino,RH,Analista de RH,Pleno,65,6409.5,5,8,7,4,Remoto,False
EMP-1251,Funcionário 252,44,Feminino,P&D,Pesquisador Sr,Sênior,89,11815.5,4,5,12,6,Remoto,False
EMP-1252,Funcionário 253,44,Feminino,P&D,Pesquisador Sr,Sênior,16,8241.37,3,5,10,3,Remoto,False
EMP-1253,Funcionário 254,24,Masculino,Operações,Assistente Operacional,Junior,36,4416.63,2,3,15,2,Remoto,True
EMP-1254,Funcionário 255,44,Feminino,Operações,COO,Diretoria,109,28989.14,4,5,15,3,Híbrido,True
EMP-1255,Funcionário 256,51,Masculino,Financeiro,Controller,Diretoria,91,25090.07,4,6,6,5,Híbrido,True
EMP-1256,Funcionário 257,43,Masculino,Administrativo,Coordenador Administrativo,Sênior,74,10216.07,4,6,7,8,Presencial,False
EMP-1257,Funcionário 258,22,Feminino,Operações,Assistente Operacional,Junior,62,4235.58,4,8,6,8,Híbrido,False
EMP-1258,Funcionário 259,30,Masculino,TI,Desenvolvedor Pleno,Pleno,81,8063.25,1,2,14,0,Remoto,False
EMP-1259,Funcionário 260,28,Feminino,Marketing,Analista de Marketing Sr,Pleno,107,8352.36,4,8,3,6,Híbrido,False
EMP-1260,Funcionário 261,33,Masculino,P&D,Pesquisador Sr,Sênior,28,10362.51,2,5,12,3,Remoto,False
EMP-1261,Funcionário 262,28,Feminino,Vendas,Vendedor Pleno,Pleno,64,6966.97,5,8,9,4,Híbrido,True
EMP-1262,Funcionário 263,29,Feminino,P&D,Pesquisador Pleno,Pleno,38,6134.44,1,1,12,2,Híbrido,True
EMP-1263,Funcionário 264,41,Masculino,RH,Diretor de RH,Diretoria,91,26980.04,1,1,10,2,Presencial,True
EMP-1264,Funcionário 265,24,Feminino,Vendas,Vendedor Jr,Junior,49,4093.07,3,3,17,4,Remoto,False
EMP-1265,Funcionário 266,31,Masculino,RH,Analista de RH,Pleno,8,5262.22,3,6,14,5,Híbrido,False
EMP-1266,Funcionário 267,31,Masculino,RH,Analista de RH,Pleno,104,8158.76,4,4,12,5,Híbrido,False
EMP-1267,Funcionário 268,50,Masculino,P&D,Diretor de P&D,Diretoria,43,22787.72,4,5,14,6,Presencial,True
EMP-1268,Funcionário 269,36,Feminino,RH,Gerente de RH,Gerência,20,14030.93,3,6,14,4,Híbrido,False
EMP-1269,Funcionário 270,45,Masculino,RH,Diretor de RH,Diretoria,106,28853.97,4,5,11,7,Remoto,False
EMP-1270,Funcionário 271,36,Masculino,P&D,Pesquisador Sr,Sênior,92,11763.45,5,9,7,5,Presencial,False
EMP-1271,Funcionário 272,32,Masculino,Operações,Analista de Operações,Pleno,27,6455.35,4,8,8,7,Remoto,False
EMP-1272,Funcionário 273,43,Masculino,Administrativo,Gerente Administrativo,Gerência,109,15787.66,2,1,13,0,Presencial,True
EMP-1273,Funcionário 274,23,Feminino,RH,Assistente de RH,Junior,94,5159.25,3,4,9,3,Híbrido,True
EMP-1274,Funcionário 275,28,Masculino,Administrativo,Assistente Administrativo,Junior,120,5225.8,2,4,10,1,Remoto,False
EMP-1275,Funcionário 276,55,Masculino,TI,Arquiteto de Software,Diretoria,104,30781.19,4,6,14,7,Híbrido,False
EMP-1276,Funcionário 277,30,Masculino,Vendas,Vendedor Jr,Junior,29,3559.97,5,8,6,5,Presencial,False
EMP-1277,Funcionário 278,32,Masculino,Operações,Analista de Operações,Pleno,90,7050.1,5,9,8,3,Remoto,True
EMP-1278,Funcionário 279,24,Feminino,Vendas,Vendedor Jr,Junior,95,5063.61,4,7,7,4,Presencial,False
EMP-1279,Funcionário 280,30,Masculino,Marketing,Analista de Marketing Pleno,Pleno,7,5183.53,4,5,9,5,Presencial,True
EMP-1280,Funcionário 281,31,Feminino,Operações,Analista de Operações,Pleno,119,8434.33,4,4,5,7,Presencial,False
EMP-1281,Funcionário 282,33,Masculino,Vendas,Vendedor Pleno,Pleno,111,8772.22,3,4,8,4,Presencial,False
EMP-1282,Funcionário 283,28,Masculino,Marketing,Analista de Marketing Jr,Junior,100,4692.14,3,5,13,4,Remoto,False
EMP-1283,Funcionário 284,27,Feminino,TI,Desenvolvedor Pleno,Pleno,23,5684.32,3,6,6,4,Presencial,True
EMP-1284,Funcionário 285,38,Masculino,Financeiro,Gerente Financeiro,Gerência,110,18135.11,3,6,11,3,Remoto,False
EMP-1285,Funcionário 286,43,Feminino,P&D,Diretor de P&D,Diretoria,63,23436.36,4,6,11,7,Remoto,False
EMP-1286,Funcionário 287,25,Feminino,RH,Analista de RH,Pleno,94,7988.74,3,3,14,4,Híbrido,True
EMP-1287,Funcionário 288,27,Masculino,Operações,Analista de Operações,Pleno,51,7326.84,2,4,14,3,Híbrido,False
EMP-1288,Funcionário 289,44,Masculino,Vendas,Diretor de Vendas,Diretoria,39,23257.53,4,4,11,8,Remoto,False
EMP-1289,Funcionário 290,27,Feminino,Vendas,Vendedor Jr,Junior,105,5526.61,4,6,14,6,Remoto,True
EMP-1290,Funcionário 291,35,Masculino,RH,Gerente de RH,Gerência,85,16603.4,3,3,10,4,Presencial,True
EMP-1291,Funcionário 292,42,Masculino,RH,Gerente de RH,Gerência,117,17933.13,4,5,7,4,Híbrido,False
EMP-1292,Funcionário 293,41,Masculino,Financeiro,Contador,Diretoria,109,30645.9,3,4,13,3,Presencial,True
EMP-1293,Funcionário 294,35,Masculino,TI,Desenvolvedor Pleno,Pleno,21,5918.42,4,7,3,4,Presencial,False
EMP-1294,Funcionário 295,30,Feminino,RH,Analista de RH,Pleno,3,5158.0,5,9,5,7,Presencial,False
EMP-1295,Funcionário 296,31,Masculino,Financeiro,Analista Financeiro,Pleno,71,6828.95,4,5,14,5,Remoto,True
EMP-1296,Funcionário 297,59,Masculino,TI,Arquiteto de Software,Diretoria,51,24848.83,2,5,13,3,Presencial,True
EMP-1297,Funcionário 298,25,Feminino,Operações,Analista de Operações,Pleno,44,7081.25,3,3,13,4,Híbrido,True
EMP-1298,Funcionário 299,53,Masculino,RH,Diretor de RH,Diretoria,55,22321.73,3,6,14,3,Presencial,False
EMP-1299,Funcionário 300,32,Masculino,TI,Desenvolvedor Pleno,Pleno,87,7812.63,4,5,7,3,Remoto,False
EMP-1300,Funcionário 301,39,Feminino,RH,Especialista de RH,Sênior,61,11050.32,3,5,7,3,Presencial,False
EMP-1301,Funcionário 302,39,Masculino,Vendas,Vendedor Sr,Sênior,45,9567.08,3,4,15,4,Presencial,True
EMP-1302,Funcionário 303,50,Feminino,TI,Gerente de TI,Gerência,97,18524.92,3,5,10,3,Híbrido,False
EMP-1303,Funcionário 304,42,Feminino,Financeiro,Controller,Diretoria,51,24768.35,3,3,10,2,Presencial,True
EMP-1304,Funcionário 305,31,Masculino,Marketing,Analista de Marketing Pleno,Pleno,51,7279.63,4,6,6,5,Híbrido,True
EMP-1305,Funcionário 306,37,Feminino,Vendas,Vendedor Sr,Sênior,10,8972.64,4,6,9,5,Remoto,False
EMP-1306,Funcionário 307,59,Masculino,TI,Arquiteto de Software,Diretoria,68,28204.61,4,6,7,8,Presencial,False
EMP-1307,Funcionário 308,24,Masculino,Administrativo,Assistente Administrativo,Junior,94,4478.64,3,3,15,5,Híbrido,True
EMP-1308,Funcionário 309,33,Feminino,Marketing,Analista de Marketing Sr,Pleno,37,5732.09,5,8,8,6,Presencial,False
EMP-1309,Funcionário 310,40,Feminino,Operações,Gerente de Operações,Gerência,37,14587.7,4,6,11,7,Híbrido,True
EMP-1310,Funcionário 311,42,Masculino,RH,Gerente de RH,Gerência,90,15871.49,4,4,7,4,Presencial,False
EMP-1311,Funcionário 312,29,Feminino,Financeiro,Analista Financeiro,Pleno,119,8831.83,4,4,12,5,Híbrido,False
EMP-1312,Funcionário 313,38,Feminino,P&D,Gerente de P&D,Gerência,25,14038.07,2,3,10,1,Presencial,True
EMP-1313,Funcionário 314,43,Feminino,RH,Gerente de RH,Gerência,90,17803.94,2,5,15,2,Remoto,False
EMP-1314,Funcionário 315,42,Masculino,Operações,Gerente de Operações,Gerência,110,17496.19,5,7,3,7,Híbrido,False
EMP-1315,Funcionário 316,53,Masculino,Operações,COO,Diretoria,71,25682.42,3,4,8,4,Híbrido,True
EMP-1316,Funcionário 317,41,Masculino,TI,Gerente de TI,Gerência,51,13588.88,3,6,7,5,Híbrido,False
EMP-1317,Funcionário 318,50,Feminino,Administrativo,Gerente Administrativo,Gerência,13,12132.89,4,5,9,6,Híbrido,True
EMP-1318,Funcionário 319,26,Masculino,Marketing,Analista de Marketing Pleno,Pleno,17,5380.91,3,3,14,3,Híbrido,True
EMP-1319,Funcionário 320,40,Feminino,Marketing,Gerente de Marketing,Gerência,42,14315.76,3,3,11,5,Presencial,True
EMP-1320,Funcionário 321,25,Masculino,TI,Desenvolvedor Jr,Junior,97,4770.46,2,3,12,1,Presencial,True
EMP-1321,Funcionário 322,58,Masculino,TI,Arquiteto de Software,Diretoria,102,26055.46,3,6,8,5,Presencial,False
EMP-1322,Funcionário 323,39,Masculino,RH,Gerente de RH,Gerência,75,16413.56,4,7,4,6,Remoto,False
EMP-1323,Funcionário 324,25,Feminino,RH,Assistente de RH,Junior,111,5078.56,5,8,7,3,Remoto,False
EMP-1324,Funcionário 325,33,Masculino,Administrativo,Coordenador Administrativo,Sênior,104,13367.9,4,4,6,8,Remoto,False
EMP-1325,Funcionário 326,44,Feminino,Operações,COO,Diretoria,7,22553.09,2,4,8,0,Presencial,False
EMP-1326,Funcionário 327,52,Masculino,Operações,COO,Diretoria,109,30613.97,3,6,7,4,Remoto,False
EMP-1327,Funcionário 328,25,Masculino,Administrativo,Analista Administrativo,Pleno,120,8154.37,2,2,20,1,Presencial,False
EMP-1328,Funcionário 329,48,Masculino,RH,Diretor de RH,Diretoria,91,29923.29,2,1,18,2,Remoto,True
EMP-1329,Funcionário 330,28,Masculino,Vendas,Vendedor Pleno,Pleno,39,6956.18,1,1,15,1,Remoto,True
EMP-1330,Funcionário 331,34,Masculino,RH,Especialista de RH,Sênior,59,11588.56,3,4,5,3,Híbrido,False
EMP-1331,Funcionário 332,53,Masculino,Financeiro,Controller,Diretoria,84,26936.6,3,4,12,3,Híbrido,False
EMP-1332,Funcionário 333,40,Masculino,TI,Arquiteto de Software,Diretoria,21,21156.1,3,4,7,4,Remoto,True
EMP-1333,Funcionário 334,36,Masculino,Operações,Coordenador de Operações,Sênior,74,10646.25,4,6,10,7,Presencial,False
EMP-1334,Funcionário 335,37,Feminino,RH,Gerente de RH,Gerência,18,12665.31,3,6,6,2,Remoto,False
EMP-1335,Funcionário 336,31,Feminino,Vendas,Vendedor Sr,Sênior,57,10770.53,2,5,12,1,Presencial,False
EMP-1336,Funcionário 337,52,Masculino,Financeiro,Controller,Diretoria,90,28493.22,4,5,13,5,Remoto,True
EMP-1337,Funcionário 338,48,Feminino,TI,Gerente de TI,Gerência,62,14921.3,3,4,15,5,Remoto,False
EMP-1338,Funcionário 339,56,Feminino,P&D,Diretor de P&D,Diretoria,38,23224.49,3,5,11,5,Presencial,True
EMP-1339,Funcionário 340,44,Masculino,RH,Gerente de RH,Gerência,115,18192.44,3,5,8,2,Presencial,False
EMP-1340,Funcionário 341,25,Feminino,Marketing,Analista de Marketing Jr,Junior,19,3636.31,3,3,17,3,Híbrido,False
EMP-1341,Funcionário 342,37,Feminino,P&D,Pesquisador Sr,Sênior,27,8668.53,3,6,15,3,Híbrido,False
EMP-1342,Funcionário 343,30,Masculino,Marketing,Analista de Marketing Pleno,Pleno,28,6035.04,3,3,16,4,Remoto,True
EMP-1343,Funcionário 344,53,Masculino,TI,CTO,Diretoria,103,28298.03,3,5,12,2,Presencial,False
EMP-1344,Funcionário 345,50,Feminino,Administrativo,Gerente Administrativo,Gerência,96,18068.09,1,3,13,3,Presencial,True
EMP-1345,Funcionário 346,25,Feminino,Operações,Analista de Operações,Pleno,26,6694.75,3,6,6,2,Remoto,False
EMP-1346,Funcionário 347,33,Masculino,P&D,Pesquisador Pleno,Pleno,95,6974.9,5,9,7,5,Híbrido,False
EMP-1347,Funcionário 348,31,Masculino,P&D,Pesquisador Pleno,Pleno,84,8133.99,3,4,7,2,Presencial,False
EMP-1348,Funcionário 349,22,Masculino,TI,Desenvolvedor Jr,Junior,2,3216.52,3,4,10,4,Híbrido,False
EMP-1349,Funcionário 350,26,Feminino,Operações,Assistente Operacional,Junior,47,4428.67,3,4,7,2,Presencial,True
EMP-1350,Funcionário 351,43,Feminino,Operações,COO,Diretoria,93,28858.59,3,5,11,2,Híbrido,False
EMP-1351,Funcionário 352,38,Feminino,P&D,Pesquisador Sr,Sênior,110,12546.57,4,7,6,6,Remoto,False
EMP-1352,Funcionário 353,46,Masculino,P&D,Gerente de P&D,Gerência,74,14615.33,4,5,9,7,Híbrido,False
EMP-1353,Funcionário 354,43,Feminino,P&D,Gerente de P&D,Gerência,14,11697.46,2,5,15,1,Remoto,True
EMP-1354,Funcionário 355,51,Feminino,Financeiro,Controller,Diretoria,87,26573.23,1,1,16,1,Remoto,True
EMP-1355,Funcionário 356,48,Masculino,Administrativo,Gerente Administrativo,Gerência,101,17289.16,3,5,14,4,Presencial,False
EMP-1356,Funcionário 357,37,Masculino,Vendas,Vendedor Sr,Sênior,110,13273.03,2,1,16,1,Presencial,True
EMP-1357,Funcionário 358,45,Feminino,RH,Gerente de RH,Gerência,19,12232.7,2,2,18,1,Híbrido,True
EMP-1358,Funcionário 359,36,Feminino,RH,Gerente de RH,Gerência,49,15531.32,5,7,2,4,Híbrido,False
EMP-1359,Funcionário 360,35,Masculino,RH,Especialista de RH,Sênior,55,10801.37,4,8,6,8,Híbrido,False
EMP-1360,Funcionário 361,41,Feminino,P&D,Diretor de P&D,Diretoria,87,26426.71,3,4,12,5,Remoto,False
EMP-1361,Funcionário 362,22,Masculino,RH,Assistente de RH,Junior,108,5043.02,4,4,15,4,Híbrido,False
EMP-1362,Funcionário 363,36,Feminino,Administrativo,Gerente Administrativo,Gerência,22,13192.0,3,6,14,2,Presencial,False
EMP-1363,Funcionário 364,27,Feminino,RH,Assistente de RH,Junior,119,5568.69,5,9,1,7,Remoto,False
EMP-1364,Funcionário 365,25,Masculino,Financeiro,Assistente Financeiro,Junior,8,3333.93,4,6,8,5,Remoto,False
EMP-1365,Funcionário 366,44,Feminino,Administrativo,Gerente Administrativo,Gerência,13,11841.09,3,4,14,4,Remoto,True
EMP-1366,Funcionário 367,32,Feminino,Administrativo,Analista Administrativo,Pleno,46,6040.78,3,5,7,2,Remoto,False
EMP-1367,Funcionário 368,29,Masculino,TI,Desenvolvedor Pleno,Pleno,61,7531.9,3,3,13,3,Presencial,True
EMP-1368,Funcionário 369,38,Feminino,Operações,Gerente de Operações,Gerência,23,12878.97,4,7,6,8,Remoto,False
EMP-1369,Funcionário 370,53,Masculino,Financeiro,Contador,Diretoria,7,20307.99,4,7,6,3,Híbrido,True
EMP-1370,Funcionário 371,27,Masculino,Marketing,Analista de Marketing Sr,Pleno,16,5751.12,3,3,15,3,Remoto,True
EMP-1371,Funcionário 372,43,Masculino,TI,Gerente de TI,Gerência,66,13967.28,3,3,18,4,Presencial,True
EMP-1372,Funcionário 373,50,Masculino,Marketing,Gerente de Marketing,Gerência,84,15689.45,3,4,5,2,Presencial,False
EMP-1373,Funcionário 374,51,Feminino,Financeiro,CFO,Diretoria,44,24160.68,4,7,10,4,Presencial,True
EMP-1374,Funcionário 375,40,Masculino,P&D,Pesquisador Sr,Sênior,76,10548.45,4,8,10,4,Presencial,False
EMP-1375,Funcionário 376,26,Feminino,Operações,Assistente Operacional,Junior,56,4524.98,3,3,16,3,Remoto,True
EMP-1376,Funcionário 377,38,Feminino,RH,Gerente de RH,Gerência,20,11997.25,1,3,11,3,Remoto,False
EMP-1377,Funcionário 378,38,Masculino,Vendas,Gerente de Vendas,Gerência,81,15904.2,3,4,15,5,Remoto,False
EMP-1378,Funcionário 379,35,Feminino,P&D,Pesquisador Pleno,Pleno,93,7700.06,5,8,4,3,Remoto,False
EMP-1379,Funcionário 380,25,Masculino,Operações,Analista de Operações,Pleno,52,7291.95,4,5,7,7,Híbrido,False
EMP-1380,Funcionário 381,39,Masculino,Administrativo,Gerente Administrativo,Gerência,32,12635.8,4,8,8,3,Presencial,False
EMP-1381,Funcionário 382,27,Masculino,P&D,Pesquisador Jr,Junior,5,3368.17,5,6,8,5,Remoto,False
EMP-1382,Funcionário 383,41,Masculino,P&D,Pesquisador Sr,Sênior,16,9190.35,4,7,1,8,Híbrido,False
EMP-1383,Funcionário 384,27,Masculino,Administrativo,Assistente Administrativo,Junior,31,4337.66,3,4,8,2,Presencial,False
EMP-1384,Funcionário 385,34,Feminino,Administrativo,Analista Administrativo,Pleno,51,7034.47,4,4,9,4,Presencial,True
EMP-1385,Funcionário 386,41,Masculino,Operações,Coordenador de Operações,Sênior,63,9792.05,3,4,11,5,Híbrido,False
EMP-1386,Funcionário 387,47,Masculino,P&D,Diretor de P&D,Diretoria,39,24684.68,3,4,6,2,Remoto,False
EMP-1387,Funcionário 388,43,Feminino,Operações,Gerente de Operações,Gerência,89,17402.65,3,3,15,5,Remoto,False
EMP-1388,Funcionário 389,46,Feminino,Financeiro,CFO,Diretoria,77,28945.06,5,7,7,3,Presencial,False
EMP-1389,Funcionário 390,34,Feminino,Administrativo,Analista Administrativo,Pleno,23,5681.64,4,7,3,6,Remoto,True
EMP-1390,Funcionário 391,42,Masculino,Vendas,Vendedor Sr,Sênior,84,10812.88,3,5,11,3,Remoto,False
EMP-1391,Funcionário 392,26,Feminino,TI,Desenvolvedor Pleno,Pleno,96,6965.33,1,2,12,0,Presencial,True
EMP-1392,Funcionário 393,43,Feminino,P&D,Diretor de P&D,Diretoria,49,25329.0,5,6,9,7,Remoto,False
EMP-1393,Funcionário 394,44,Feminino,RH,Diretor de RH,Diretoria,100,27896.55,5,9,5,7,Presencial,False
EMP-1394,Funcionário 395,60,Feminino,Financeiro,CFO,Diretoria,89,26057.19,3,6,11,3,Remoto,False
EMP-1395,Funcionário 396,34,Masculino,Marketing,Analista de Marketing Pleno,Pleno,102,7329.8,4,8,8,7,Presencial,False
EMP-1396,Funcionário 397,23,Masculino,Operações,Assistente Operacional,Junior,86,4413.52,1,3,10,3,Presencial,True
EMP-1397,Funcionário 398,22,Masculino,Marketing,Analista de Marketing Jr,Junior,85,4525.26,3,4,9,4,Presencial,False
EMP-1398,Funcionário 399,25,Masculino,Financeiro,Assistente Financeiro,Junior,12,3367.56,3,6,11,2,Presencial,False
EMP-1399,Funcionário 400,41,Feminino,Marketing,Gerente de Marketing,Gerência,100,18270.84,1,1,12,3,Híbrido,True
EMP-1400,Funcionário 401,54,Masculino,Financeiro,Controller,Diretoria,60,24757.1,5,9,3,3,Presencial,False
EMP-1401,Funcionário 402,43,Feminino,RH,Diretor de RH,Diretoria,111,28780.37,3,3,16,5,Remoto,True
EMP-1402,Funcionário 403,23,Feminino,Marketing,Analista de Marketing Jr,Junior,105,4743.57,1,1,20,1,Presencial,True
EMP-1403,Funcionário 404,57,Masculino,Marketing,Diretor de Marketing,Diretoria,84,29122.6,1,2,18,3,Remoto,False
EMP-1404,Funcionário 405,34,Masculino,Marketing,Analista de Marketing Pleno,Pleno,49,6204.45,4,6,6,3,Híbrido,False
EMP-1405,Funcionário 406,45,Feminino,Operações,Gerente de Operações,Gerência,36,12568.33,3,6,12,4,Presencial,False
EMP-1406,Funcionário 407,29,Feminino,Vendas,Vendedor Pleno,Pleno,81,7937.33,3,6,6,5,Híbrido,False
EMP-1407,Funcionário 408,50,Masculino,RH,Gerente de RH,Gerência,84,15968.45,4,8,6,7,Presencial,False
EMP-1408,Funcionário 409,36,Masculino,Operações,Coordenador de Operações,Sênior,57,11493.56,4,7,2,5,Híbrido,True
EMP-1409,Funcionário 410,34,Feminino,RH,Especialista de RH,Sênior,48,9785.69,4,7,7,6,Remoto,True
EMP-1410,Funcionário 411,41,Feminino,Operações,COO,Diretoria,2,18951.04,2,3,10,1,Híbrido,True
EMP-1411,Funcionário 412,39,Masculino,Financeiro,Gerente Financeiro,Gerência,16,13931.37,4,8,3,5,Remoto,False
EMP-1412,Funcionário 413,46,Feminino,Financeiro,CFO,Diretoria,15,21171.91,3,6,10,5,Remoto,True
EMP-1413,Funcionário 414,53,Masculino,Financeiro,Controller,Diretoria,11,21065.2,3,4,7,4,Presencial,False
EMP-1414,Funcionário 415,57,Masculino,RH,Diretor de RH,Diretoria,16,22544.46,3,6,14,4,Presencial,True
EMP-1415,Funcionário 416,38,Masculino,TI,Desenvolvedor Sr,Sênior,63,11730.52,4,6,13,5,Híbrido,False
EMP-1416,Funcionário 417,57,Masculino,Financeiro,CFO,Diretoria,83,26576.35,4,6,11,7,Remoto,False
EMP-1417,Funcionário 418,46,Masculino,Vendas,Gerente de Vendas,Gerência,86,17645.07,3,5,15,3,Remoto,False
EMP-1418,Funcionário 419,51,Masculino,Financeiro,CFO,Diretoria,117,30168.39,3,6,12,4,Híbrido,False
EMP-1419,Funcionário 420,29,Masculino,Financeiro,Assistente Financeiro,Junior,66,4750.79,4,5,5,5,Remoto,True
EMP-1420,Funcionário 421,23,Masculino,Operações,Assistente Operacional,Junior,29,3970.7,3,6,12,4,Híbrido,False
EMP-1421,Funcionário 422,43,Masculino,Administrativo,Coordenador Administrativo,Sênior,3,9284.04,3,4,15,5,Híbrido,False
EMP-1422,Funcionário 423,26,Feminino,Administrativo,Analista Administrativo,Pleno,76,6805.08,4,8,7,3,Remoto,True
EMP-1423,Funcionário 424,45,Masculino,Vendas,Vendedor Sr,Sênior,74,11616.21,4,5,11,4,Híbrido,True
EMP-1424,Funcionário 425,31,Masculino,P&D,Pesquisador Pleno,Pleno,74,7308.79,5,9,1,6,Presencial,False
EMP-1425,Funcionário 426,56,Feminino,TI,CTO,Diretoria,62,23377.91,4,5,9,3,Presencial,False
EMP-1426,Funcionário 427,35,Feminino,Administrativo,Gerente Administrativo,Gerência,36,14252.81,3,5,11,4,Remoto,False
EMP-1427,Funcionário 428,35,Masculino,RH,Especialista de RH,Sênior,89,12405.98,3,4,9,5,Presencial,True
EMP-1428,Funcionário 429,26,Feminino,RH,Assistente de RH,Junior,96,5129.67,4,8,2,6,Híbrido,False
EMP-1429,Funcionário 430,27,Feminino,RH,Analista de RH,Pleno,13,6175.05,4,7,10,4,Híbrido,False
EMP-1430,Funcionário 431,44,Feminino,P&D,Gerente de P&D,Gerência,102,17897.29,2,2,17,1,Remoto,True
EMP-1431,Funcionário 432,22,Masculino,RH,Assistente de RH,Junior,76,4160.58,3,5,13,2,Remoto,True
EMP-1432,Funcionário 433,22,Feminino,P&D,Pesquisador Jr,Junior,24,4155.31,3,3,15,5,Híbrido,True
EMP-1433,Funcionário 434,25,Masculino,P&D,Pesquisador Jr,Junior,50,4596.11,5,7,8,8,Remoto,False
EMP-1434,Funcionário 435,47,Feminino,Operações,Gerente de Operações,Gerência,62,15098.33,3,4,10,4,Remoto,False
EMP-1435,Funcionário 436,55,Feminino,Marketing,Diretor de Marketing,Diretoria,83,25928.33,1,1,18,0,Remoto,False
EMP-1436,Funcionário 437,37,Masculino,Operações,Gerente de Operações,Gerência,90,17463.66,4,7,6,6,Híbrido,False
EMP-1437,Funcionário 438,35,Feminino,RH,Especialista de RH,Sênior,56,10848.04,4,7,2,5,Remoto,False
EMP-1438,Funcionário 439,49,Masculino,Administrativo,Gerente Administrativo,Gerência,39,13288.22,3,3,12,3,Híbrido,True
EMP-1439,Funcionário 440,33,Feminino,Administrativo,Analista Administrativo,Pleno,74,7515.74,3,4,11,3,Híbrido,True
