ID_Pedido,Data,ID_Cliente,Produto,Categoria,Preco_Unitario,Quantidade,Desconto_Percentual,Valor_Total,Metodo_Pagamento,Estado,Status_Pedido
PED-10218,2023-08-07,CLI-5298,Tripé para Câmera,Periféricos,1747.89,2,0,3495.78,PIX,PE,Entregue
PED-10219,2023-08-08,CLI-9019,Hub USB-C,Smartphones,683.38,2,20,1093.41,PayPal,PR,Entregue
PED-10220,2023-08-09,CLI-9646,Câmera DSLR,Fotografia,2024.27,2,15,3441.26,PIX,PR,Cancelado
PED-10221,2023-08-10,CLI-6134,Headphone Bluetooth,Computadores,234.75,1,20,187.8,Cartão de Débito,SC,Entregue
PED-10222,2023-08-11,CLI-7367,Headphone Bluetooth,Computadores,237.9,1,10,214.11,Cartão de Débito,AM,Entregue
PED-10223,2023-08-12,CLI-7431,Hub USB-C,Computadores,662.11,1,20,529.69,PayPal,MG,Entregue
PED-10224,2023-08-13,CLI-2871,Mouse Gamer,Acessórios,466.89,1,0,466.89,Boleto,PA,Entregue
PED-10225,2023-08-14,CLI-6700,Hub USB-C,Armazenamento,629.96,1,15,535.47,Cartão de Crédito,PE,Em Processamento
PED-10226,2023-08-15,CLI-6766,Hub USB-C,Smartphones,643.43,4,5,2445.03,Cartão de Crédito,SP,Entregue
PED-10227,2023-08-16,CLI-8501,Carregador Rápido,Fotografia,334.42,1,0,334.42,Boleto,CE,Em Processamento
PED-10228,2023-08-17,CLI-3826,Notebook Pro 15,Computadores,2976.97,3,5,8484.36,PIX,BA,Entregue
PED-10229,2023-08-18,CLI-5873,Headphone Bluetooth,Acessórios,230.52,2,0,461.04,PayPal,BA,Entregue
PED-10230,2023-08-19,CLI-2388,Notebook Pro 15,Armazenamento,3088.89,2,15,5251.11,PIX,CE,Entregue
PED-10231,2023-08-20,CLI-3194,Fone de Ouvido TWS,TVs e Áudio,502.39,1,15,427.03,Boleto,CE,Em Processamento
PED-10232,2023-08-21,CLI-6131,Teclado Mecânico,Periféricos,563.82,1,0,563.82,PayPal,MG,Entregue
PED-10233,2023-08-22,CLI-2931,Headphone Bluetooth,TVs e Áudio,249.21,1,5,236.75,Cartão de Crédito,BA,Entregue
PED-10234,2023-08-23,CLI-4908,Smartwatch,Computadores,356.53,1,10,320.88,Cartão de Crédito,PR,Entregue
PED-10235,2023-08-24,CLI-6003,Câmera DSLR,Fotografia,1946.59,2,0,3893.18,PIX,SC,Enviado
PED-10236,2023-08-25,CLI-2916,Câmera DSLR,Fotografia,2059.86,1,20,1647.89,Cartão de Débito,PR,Entregue
PED-10237,2023-08-26,CLI-3999,SSD 1TB,Armazenamento,639.3,1,15,543.4,Boleto,RS,Em Processamento
PED-10238,2023-08-27,CLI-7116,Carregador Rápido,Armazenamento,336.34,2,20,538.14,Boleto,GO,Entregue
PED-10239,2023-08-28,CLI-3316,Tablet Ultra,Smartphones,205.4,1,5,195.13,PIX,RJ,Entregue
PED-10240,2023-08-29,CLI-9369,Hub USB-C,Periféricos,646.29,3,0,1938.87,Boleto,PE,Entregue
PED-10241,2023-08-30,CLI-7364,Console GameStation 5,Periféricos,1924.79,4,10,6929.24,Cartão de Crédito,RS,Entregue
PED-10242,2023-08-31,CLI-7852,Caixa de Som Wireless,Computadores,519.8,3,0,1559.4,PIX,RJ,Entregue
PED-10243,2023-09-01,CLI-3258,Carregador Rápido,TVs e Áudio,314.62,1,0,314.62,Cartão de Crédito,CE,Entregue
PED-10244,2023-09-02,CLI-7286,Smartwatch,Smartphones,361.22,1,20,288.98,PayPal,AM,Entregue
PED-10245,2023-09-03,CLI-7931,"Smart TV 50""",Fotografia,3707.21,3,20,8897.3,PayPal,PR,Enviado
PED-10246,2023-09-04,CLI-4043,Carregador Rápido,Smartphones,333.66,1,5,316.98,Cartão de Débito,SP,Entregue
PED-10247,2023-09-05,CLI-8973,SSD 1TB,TVs e Áudio,671.21,4,20,2147.87,Boleto,SC,Entregue
PED-10248,2023-09-06,CLI-9804,Headphone Bluetooth,Fotografia,250.5,4,0,1002.0,PayPal,BA,Cancelado
PED-10249,2023-09-07,CLI-3838,Notebook Pro 15,Armazenamento,3170.48,3,0,9511.44,Boleto,GO,Entregue
PED-10250,2023-09-08,CLI-3733,SSD 1TB,Acessórios,631.87,1,15,537.09,Cartão de Crédito,DF,Entregue
PED-10251,2023-09-09,CLI-9022,Smartphone Galaxy X,Acessórios,1553.24,1,10,1397.92,PIX,DF,Cancelado
PED-10252,2023-09-10,CLI-5732,"Smart TV 50""",Armazenamento,3404.4,3,5,9702.54,PayPal,SP,Entregue
PED-10253,2023-09-11,CLI-3298,Smartwatch,Computadores,346.38,1,5,329.06,PIX,RJ,Entregue
PED-10254,2023-09-12,CLI-4065,Console GameStation 5,Smartphones,1992.77,1,20,1594.22,PayPal,PR,Entregue
PED-10255,2023-09-13,CLI-6154,Hub USB-C,Fotografia,668.24,1,0,668.24,Boleto,PA,Em Processamento
PED-10256,2023-09-14,CLI-8389,Tripé para Câmera,Armazenamento,1755.5,3,20,4213.2,PayPal,PA,Entregue
PED-10257,2023-09-15,CLI-1878,Tripé para Câmera,Periféricos,1740.35,2,5,3306.66,PayPal,DF,Entregue
PED-10258,2023-09-16,CLI-6882,Câmera DSLR,Armazenamento,2059.4,1,10,1853.46,Cartão de Crédito,AM,Enviado
PED-10259,2023-09-17,CLI-1157,Fone de Ouvido TWS,Computadores,500.89,1,10,450.8,Cartão de Débito,GO,Em Processamento
PED-10260,2023-09-18,CLI-8939,Notebook Pro 15,Smartphones,2956.26,2,5,5616.89,Cartão de Crédito,CE,Entregue
PED-10261,2023-09-19,CLI-3236,Console GameStation 5,Armazenamento,1948.54,5,0,9742.7,PIX,PR,Entregue
PED-10262,2023-09-20,CLI-4196,Fone de Ouvido TWS,Periféricos,456.98,1,20,365.58,Boleto,PE,Entregue
PED-10263,2023-09-21,CLI-7290,Smartphone Galaxy X,TVs e Áudio,1567.36,1,0,1567.36,Boleto,PR,Entregue
PED-10264,2023-09-22,CLI-9281,Fone de Ouvido TWS,Periféricos,482.72,3,20,1158.53,PayPal,RS,Entregue
PED-10265,2023-09-23,CLI-9109,Caixa de Som Wireless,Armazenamento,517.43,2,10,931.37,Boleto,SC,Entregue
PED-10266,2023-09-24,CLI-7703,Carregador Rápido,Fotografia,317.25,2,0,634.5,Cartão de Débito,SP,Em Processamento
PED-10267,2023-09-25,CLI-9056,"Monitor 27""",Periféricos,622.13,2,20,995.41,Cartão de Débito,PR,Enviado
PED-10268,2023-09-26,CLI-7809,Hub USB-C,Smartphones,678.16,1,0,678.16,PayPal,PR,Entregue
PED-10269,2023-09-27,CLI-8272,SSD 1TB,Periféricos,666.69,1,0,666.69,PayPal,AM,Em Processamento
PED-10270,2023-09-28,CLI-9006,Tripé para Câmera,Fotografia,1691.62,2,15,2875.75,PIX,RJ,Entregue
PED-10271,2023-09-29,CLI-3740,Tablet Ultra,Periféricos,198.62,2,5,377.38,PayPal,AM,Em Processamento
PED-10272,2023-09-30,CLI-2354,Câmera DSLR,Smartphones,1923.21,3,20,4615.7,Cartão de Crédito,PA,Entregue
PED-10273,2023-10-01,CLI-1505,"Monitor 27""",TVs e Áudio,679.57,3,0,2038.71,Cartão de Crédito,PE,Entregue
PED-10274,2023-10-02,CLI-4613,Câmera DSLR,Fotografia,1956.05,1,10,1760.44,Cartão de Crédito,PR,Em Processamento
PED-10275,2023-10-03,CLI-5785,Notebook Pro 15,Acessórios,3074.49,1,0,3074.49,Cartão de Débito,AM,Entregue
PED-10276,2023-10-04,CLI-1535,HDD Externo 4TB,Armazenamento,563.65,2,15,958.2,Boleto,DF,Entregue
PED-10277,2023-10-05,CLI-5503,SSD 1TB,TVs e Áudio,665.27,2,20,1064.43,PIX,AM,Entregue
PED-10278,2023-10-06,CLI-4683,Notebook Pro 15,Smartphones,2964.67,2,10,5336.41,PayPal,PR,Entregue
PED-10279,2023-10-07,CLI-9808,Teclado Mecânico,Fotografia,559.48,2,20,895.17,PIX,BA,Entregue
PED-10280,2023-10-08,CLI-5729,Notebook Pro 15,Armazenamento,3129.22,3,0,9387.66,Cartão de Débito,PR,Entregue
PED-10281,2023-10-09,CLI-3755,Notebook Pro 15,TVs e Áudio,3151.57,1,0,3151.57,PayPal,CE,Entregue
PED-10282,2023-10-10,CLI-8492,HDD Externo 4TB,Smartphones,613.5,1,0,613.5,PayPal,RS,Entregue
PED-10283,2023-10-11,CLI-9115,Tripé para Câmera,Periféricos,1711.8,1,20,1369.44,Cartão de Débito,PA,Entregue
PED-10284,2023-10-12,CLI-9369,Power Bank,Acessórios,482.37,1,0,482.37,Boleto,SC,Entregue
PED-10285,2023-10-13,CLI-2854,Power Bank,Periféricos,454.69,1,0,454.69,PayPal,BA,Cancelado
PED-10286,2023-10-14,CLI-2871,Console GameStation 5,Acessórios,1984.79,1,5,1885.55,Boleto,PE,Entregue
PED-10287,2023-10-15,CLI-5389,Notebook Pro 15,Smartphones,2953.39,1,10,2658.05,Cartão de Débito,CE,Entregue
PED-10288,2023-10-16,CLI-9898,Power Bank,Acessórios,470.46,1,0,470.46,PIX,GO,Entregue
PED-10289,2023-10-17,CLI-7010,"Smart TV 50""",TVs e Áudio,3545.46,1,20,2836.37,PayPal,RS,Cancelado
PED-10290,2023-10-18,CLI-9880,Console GameStation 5,Armazenamento,2092.21,1,5,1987.6,Boleto,SC,Entregue
PED-10291,2023-10-19,CLI-1681,"Smart TV 50""",Periféricos,3411.13,1,0,3411.13,PayPal,SC,Entregue
PED-10292,2023-10-20,CLI-8231,Roteador WiFi 6,Acessórios,95.17,2,0,190.34,Boleto,RS,Entregue
PED-10293,2023-10-21,CLI-9951,"Smart TV 50""",Armazenamento,3558.08,1,20,2846.46,PayPal,CE,Entregue
PED-10294,2023-10-22,CLI-4580,Smartwatch,Computadores,360.67,1,5,342.64,PayPal,PE,Entregue
PED-10295,2023-10-23,CLI-7965,Fone de Ouvido TWS,Acessórios,496.82,1,0,496.82,PayPal,PE,Enviado
PED-10296,2023-10-24,CLI-2677,Headphone Bluetooth,Computadores,229.73,2,0,459.46,PIX,RJ,Cancelado
PED-10297,2023-10-25,CLI-5055,HDD Externo 4TB,Armazenamento,598.22,1,5,568.31,PayPal,PA,Entregue
PED-10298,2023-10-26,CLI-5877,Smartwatch,Fotografia,346.65,2,0,693.3,Boleto,AM,Entregue
PED-10299,2023-10-27,CLI-1528,HDD Externo 4TB,Armazenamento,615.37,1,5,584.6,PIX,PE,Cancelado
PED-10300,2023-10-28,CLI-8368,Roteador WiFi 6,TVs e Áudio,95.05,1,10,85.55,Cartão de Crédito,PA,Entregue
PED-10301,2023-10-29,CLI-5305,Notebook Pro 15,Fotografia,3045.42,1,0,3045.42,Boleto,RS,Entregue
PED-10302,2023-10-30,CLI-6711,Roteador WiFi 6,Periféricos,93.43,1,0,93.43,Boleto,PR,Entregue
PED-10303,2023-10-31,CLI-2425,"Smart TV 50""",Fotografia,3443.14,2,5,6541.97,Cartão de Crédito,RS,Entregue
PED-10304,2023-11-01,CLI-8193,Hub USB-C,Periféricos,679.75,2,0,1359.5,PIX,RS,Entregue
PED-10305,2023-11-02,CLI-2923,HDD Externo 4TB,Acessórios,584.65,4,0,2338.6,PayPal,BA,Entregue
PED-10306,2023-11-03,CLI-4882,HDD Externo 4TB,Acessórios,596.87,1,0,596.87,Boleto,SP,Cancelado
PED-10307,2023-11-04,CLI-4438,Power Bank,Acessórios,477.64,1,0,477.64,Cartão de Crédito,DF,Cancelado
PED-10308,2023-11-05,CLI-6744,Teclado Mecânico,Periféricos,567.55,2,0,1135.1,PayPal,PR,Entregue
PED-10309,2023-11-06,CLI-8015,Caixa de Som Wireless,Armazenamento,473.02,1,0,473.02,PIX,AM,Entregue
PED-10310,2023-11-07,CLI-3719,Câmera DSLR,Fotografia,2052.3,1,20,1641.84,Boleto,MG,Devolvido
PED-10311,2023-11-08,CLI-3281,Teclado Mecânico,TVs e Áudio,547.67,1,15,465.52,PayPal,SP,Em Processamento
PED-10312,2023-11-09,CLI-4385,Smartwatch,TVs e Áudio,332.21,1,15,282.38,PayPal,SC,Entregue
PED-10313,2023-11-10,CLI-4390,Caixa de Som Wireless,Periféricos,500.01,4,0,2000.04,Cartão de Débito,CE,Cancelado
PED-10314,2023-11-11,CLI-1972,Fone de Ouvido TWS,Computadores,459.07,2,20,734.51,Cartão de Crédito,DF,Enviado
PED-10315,2023-11-12,CLI-6747,Tablet Ultra,Periféricos,205.77,2,0,411.54,PayPal,DF,Entregue
PED-10316,2023-11-13,CLI-9720,"Monitor 27""",Smartphones,631.49,1,0,631.49,PIX,AM,Entregue
PED-10317,2023-11-14,CLI-5605,Carregador Rápido,TVs e Áudio,317.07,1,0,317.07,Cartão de Débito,BA,Entregue
PED-10318,2023-11-15,CLI-9827,Teclado Mecânico,Acessórios,582.87,1,0,582.87,PayPal,SC,Entregue
PED-10319,2023-11-16,CLI-3758,"Smart TV 50""",Computadores,3516.99,1,20,2813.59,PayPal,MG,Entregue
PED-10320,2023-11-17,CLI-6302,Smartphone Galaxy X,Periféricos,1456.17,1,5,1383.36,PIX,PR,Em Processamento
PED-10321,2023-11-18,CLI-5794,Carregador Rápido,Acessórios,339.41,2,15,577.0,Cartão de Débito,RS,Entregue
PED-10322,2023-11-19,CLI-5740,Roteador WiFi 6,Fotografia,91.62,2,20,146.59,Cartão de Débito,PR,Entregue
PED-10323,2023-11-20,CLI-5380,HDD Externo 4TB,Fotografia,608.36,1,0,608.36,Cartão de Crédito,BA,Entregue
PED-10324,2023-11-21,CLI-9428,Headphone Bluetooth,Armazenamento,230.82,4,20,738.62,PayPal,DF,Entregue
PED-10325,2023-11-22,CLI-2560,"Smart TV 50""",Acessórios,3445.94,2,15,5858.1,Cartão de Crédito,PR,Cancelado
PED-10326,2023-11-23,CLI-3221,SSD 1TB,TVs e Áudio,624.5,1,5,593.27,Cartão de Débito,PE,Entregue
PED-10327,2023-11-24,CLI-7743,Câmera DSLR,Smartphones,1930.14,2,5,3667.27,Cartão de Crédito,CE,Entregue
PED-10328,2023-11-25,CLI-1971,Power Bank,Acessórios,478.55,1,10,430.69,PIX,GO,Entregue
PED-10329,2023-11-26,CLI-5543,Caixa de Som Wireless,Periféricos,473.24,1,0,473.24,Boleto,GO,Entregue
PED-10330,2023-11-27,CLI-3078,Tablet Ultra,TVs e Áudio,190.73,1,0,190.73,PIX,RS,Entregue
PED-10331,2023-11-28,CLI-3174,Mouse Gamer,Computadores,469.52,2,0,939.04,Cartão de Débito,SC,Entregue
PED-10332,2023-11-29,CLI-5090,"Smart TV 50""",Acessórios,3484.56,1,0,3484.56,PIX,PA,Entregue
PED-10333,2023-11-30,CLI-3396,Smartwatch,Computadores,339.04,1,0,339.04,Cartão de Débito,PE,Entregue
PED-10334,2023-12-01,CLI-6277,Mouse Gamer,TVs e Áudio,441.42,1,20,353.14,PIX,AM,Entregue
PED-10335,2023-12-02,CLI-5055,"Monitor 27""",Periféricos,621.42,1,0,621.42,PayPal,GO,Entregue
PED-10336,2023-12-03,CLI-7434,Console GameStation 5,TVs e Áudio,2050.21,3,10,5535.57,PayPal,AM,Cancelado
PED-10337,2023-12-04,CLI-9019,Carregador Rápido,TVs e Áudio,327.19,2,15,556.22,PIX,PE,Entregue
PED-10338,2023-12-05,CLI-3329,SSD 1TB,TVs e Áudio,656.2,1,10,590.58,Cartão de Crédito,PE,Entregue
PED-10339,2023-12-06,CLI-5402,"Monitor 27""",Fotografia,649.0,1,10,584.1,Cartão de Débito,MG,Entregue
PED-10340,2023-12-07,CLI-7786,Roteador WiFi 6,Armazenamento,99.1,1,5,94.14,PayPal,AM,Entregue
PED-10341,2023-12-08,CLI-7146,Power Bank,TVs e Áudio,471.59,1,0,471.59,Cartão de Débito,PA,Entregue
PED-10342,2023-12-09,CLI-8405,Smartphone Galaxy X,Fotografia,1450.36,1,20,1160.29,PayPal,RS,Entregue
PED-10343,2023-12-10,CLI-2237,SSD 1TB,Smartphones,640.71,1,0,640.71,Boleto,MG,Cancelado
PED-10344,2023-12-11,CLI-2525,"Monitor 27""",Fotografia,679.52,1,0,679.52,PIX,MG,Entregue
PED-10345,2023-12-12,CLI-7600,Headphone Bluetooth,Computadores,228.39,2,0,456.78,PayPal,AM,Entregue
PED-10346,2023-12-13,CLI-9447,Tablet Ultra,Smartphones,206.14,2,0,412.28,PIX,CE,Entregue
PED-10347,2023-12-14,CLI-5558,Caixa de Som Wireless,Computadores,515.03,1,0,515.03,Boleto,PE,Devolvido
PED-10348,2023-12-15,CLI-7046,Headphone Bluetooth,Armazenamento,239.83,1,0,239.83,Cartão de Débito,MG,Entregue
PED-10349,2023-12-16,CLI-8449,Headphone Bluetooth,Acessórios,238.31,2,5,452.79,PIX,CE,Entregue
PED-10350,2023-12-17,CLI-8996,SSD 1TB,Acessórios,670.19,1,15,569.66,PayPal,GO,Entregue
PED-10351,2023-12-18,CLI-6362,Tablet Ultra,Fotografia,191.66,3,20,459.98,Boleto,SP,Entregue
PED-10352,2023-12-19,CLI-1040,Caixa de Som Wireless,Periféricos,495.76,2,10,892.37,PayPal,CE,Entregue
PED-10353,2023-12-20,CLI-2526,"Monitor 27""",Computadores,644.14,1,5,611.93,Boleto,SP,Enviado
PED-10354,2023-12-21,CLI-8511,Roteador WiFi 6,Armazenamento,98.21,1,0,98.21,Boleto,RJ,Entregue
PED-10355,2023-12-22,CLI-6869,Câmera DSLR,Acessórios,1993.14,2,0,3986.28,PayPal,GO,Entregue
PED-10356,2023-12-23,CLI-2037,Teclado Mecânico,Armazenamento,585.12,1,20,468.1,PIX,SP,Entregue
PED-10357,2023-12-24,CLI-9756,Câmera DSLR,Armazenamento,1909.99,1,5,1814.49,Cartão de Débito,PA,Entregue
PED-10358,2023-12-25,CLI-7516,Caixa de Som Wireless,Acessórios,475.97,3,10,1285.12,Cartão de Débito,SP,Entregue
PED-10359,2023-12-26,CLI-4568,Power Bank,Acessórios,476.06,1,10,428.45,Boleto,BA,Entregue
PED-10360,2023-12-27,CLI-8039,Tripé para Câmera,Periféricos,1650.8,1,0,1650.8,PayPal,MG,Em Processamento
PED-10361,2023-12-28,CLI-4470,Caixa de Som Wireless,Smartphones,485.62,2,15,825.55,Boleto,GO,Entregue
PED-10362,2023-12-29,CLI-9105,Notebook Pro 15,Smartphones,3117.71,1,10,2805.94,Cartão de Débito,PR,Entregue
PED-10363,2023-12-30,CLI-5399,"Smart TV 50""",TVs e Áudio,3595.64,1,10,3236.08,Boleto,RJ,Entregue
PED-10364,2023-12-31,CLI-6289,Hub USB-C,Computadores,645.4,3,0,1936.2,Boleto,AM,Entregue
PED-10365,2024-01-01,CLI-5646,Caixa de Som Wireless,Acessórios,521.37,1,15,443.16,Cartão de Débito,MG,Entregue
PED-10366,2024-01-02,CLI-6533,Notebook Pro 15,Armazenamento,3086.16,4,0,12344.64,PIX,SP,Entregue
PED-10367,2024-01-03,CLI-9967,Smartphone Galaxy X,Computadores,1502.38,3,0,4507.14,Boleto,PR,Entregue
PED-10368,2024-01-04,CLI-3139,Teclado Mecânico,TVs e Áudio,568.01,1,5,539.61,PIX,CE,Enviado
PED-10369,2024-01-05,CLI-8951,Tablet Ultra,Armazenamento,192.42,1,0,192.42,Boleto,PE,Cancelado
PED-10370,2024-01-06,CLI-6631,Caixa de Som Wireless,Fotografia,506.82,1,10,456.14,PayPal,RS,Entregue
PED-10371,2024-01-07,CLI-1793,Console GameStation 5,TVs e Áudio,2072.45,1,0,2072.45,Boleto,SP,Entregue
PED-10372,2024-01-08,CLI-1752,Carregador Rápido,Acessórios,331.27,1,0,331.27,Boleto,DF,Entregue
PED-10373,2024-01-09,CLI-2631,SSD 1TB,Fotografia,657.69,2,10,1183.84,Cartão de Crédito,GO,Entregue
PED-10374,2024-01-10,CLI-8529,Hub USB-C,Fotografia,671.39,1,5,637.82,PayPal,GO,Entregue
PED-10375,2024-01-11,CLI-1266,SSD 1TB,TVs e Áudio,622.22,1,0,622.22,PayPal,DF,Entregue
PED-10376,2024-01-12,CLI-3035,Smartphone Galaxy X,Acessórios,1502.05,2,15,2553.48,PIX,PE,Entregue
PED-10377,2024-01-13,CLI-3588,Headphone Bluetooth,Armazenamento,232.82,1,15,197.9,PIX,GO,Entregue
PED-10378,2024-01-14,CLI-8230,"Smart TV 50""",Fotografia,3520.7,2,0,7041.4,Boleto,PE,Entregue
PED-10379,2024-01-15,CLI-8479,Tablet Ultra,TVs e Áudio,199.53,1,10,179.58,Cartão de Débito,SP,Entregue
PED-10380,2024-01-16,CLI-1011,SSD 1TB,TVs e Áudio,635.09,1,0,635.09,Boleto,SP,Entregue
PED-10381,2024-01-17,CLI-8009,Notebook Pro 15,Armazenamento,2952.18,2,0,5904.36,Cartão de Crédito,CE,Entregue
PED-10382,2024-01-18,CLI-4314,Mouse Gamer,Acessórios,452.95,2,10,815.31,Boleto,CE,Entregue
PED-10383,2024-01-19,CLI-3161,HDD Externo 4TB,TVs e Áudio,597.01,3,10,1611.93,Cartão de Crédito,BA,Entregue
PED-10384,2024-01-20,CLI-5945,SSD 1TB,TVs e Áudio,632.42,2,10,1138.36,Boleto,SP,Em Processamento
PED-10385,2024-01-21,CLI-3604,Tablet Ultra,TVs e Áudio,193.5,2,20,309.6,PIX,SP,Entregue
PED-10386,2024-01-22,CLI-5489,Hub USB-C,Computadores,684.67,1,10,616.2,Boleto,CE,Entregue
PED-10387,2024-01-23,CLI-2529,Tablet Ultra,Smartphones,191.78,1,10,172.6,PIX,AM,Entregue
PED-10388,2024-01-24,CLI-6905,Notebook Pro 15,Armazenamento,3178.84,2,0,6357.68,Cartão de Débito,SC,Entregue
PED-10389,2024-01-25,CLI-5102,"Monitor 27""",Computadores,624.08,2,5,1185.75,Cartão de Débito,CE,Entregue
PED-10390,2024-01-26,CLI-2350,Mouse Gamer,TVs e Áudio,437.88,5,20,1751.52,PayPal,SC,Entregue
PED-10391,2024-01-27,CLI-7092,Notebook Pro 15,Smartphones,3150.23,1,5,2992.72,Boleto,SP,Enviado
PED-10392,2024-01-28,CLI-3711,Mouse Gamer,Armazenamento,470.51,1,0,470.51,PayPal,CE,Em Processamento
PED-10393,2024-01-29,CLI-1848,Câmera DSLR,Fotografia,2006.33,2,15,3410.76,Boleto,AM,Entregue
PED-10394,2024-01-30,CLI-7493,Smartwatch,Periféricos,348.1,1,5,330.69,Cartão de Débito,GO,Entregue
PED-10395,2024-01-31,CLI-6005,Headphone Bluetooth,Armazenamento,240.79,3,0,722.37,Cartão de Crédito,BA,Entregue
PED-10396,2024-02-01,CLI-4836,Mouse Gamer,Computadores,448.51,3,0,1345.53,PayPal,PA,Entregue
PED-10397,2024-02-02,CLI-8032,SSD 1TB,Computadores,616.27,1,15,523.83,PayPal,MG,Enviado
PED-10398,2024-02-03,CLI-2494,Hub USB-C,Computadores,647.27,2,0,1294.54,Cartão de Débito,RJ,Entregue
PED-10399,2024-02-04,CLI-2559,Roteador WiFi 6,Armazenamento,98.01,2,0,196.02,Cartão de Débito,RJ,Entregue
PED-10400,2024-02-05,CLI-1017,Tablet Ultra,Acessórios,205.48,1,20,164.38,Cartão de Crédito,CE,Entregue
PED-10401,2024-02-06,CLI-4496,Smartwatch,TVs e Áudio,357.82,3,0,1073.46,PayPal,MG,Entregue
PED-10402,2024-02-07,CLI-8812,Console GameStation 5,Armazenamento,2046.08,1,0,2046.08,Cartão de Débito,PR,Entregue
PED-10403,2024-02-08,CLI-2276,Console GameStation 5,Fotografia,2095.59,2,0,4191.18,Cartão de Débito,PR,Entregue
PED-10404,2024-02-09,CLI-3174,Hub USB-C,Periféricos,663.48,1,15,563.96,Cartão de Crédito,DF,Entregue
PED-10405,2024-02-10,CLI-4705,Smartphone Galaxy X,Fotografia,1486.97,3,15,3791.77,Cartão de Crédito,CE,Enviado
PED-10406,2024-02-11,CLI-9510,Console GameStation 5,Fotografia,2017.42,1,15,1714.81,PIX,SC,Em Processamento
PED-10407,2024-02-12,CLI-8291,Teclado Mecânico,TVs e Áudio,545.94,1,0,545.94,Boleto,RS,Entregue
PED-10408,2024-02-13,CLI-1152,Hub USB-C,Smartphones,667.18,3,20,1601.23,PIX,SC,Entregue
PED-10409,2024-02-14,CLI-1132,Smartwatch,Periféricos,335.6,1,10,302.04,Cartão de Crédito,PA,Entregue
PED-10410,2024-02-15,CLI-6629,Caixa de Som Wireless,Computadores,477.34,1,15,405.74,Cartão de Débito,BA,Entregue
PED-10411,2024-02-16,CLI-2975,Console GameStation 5,TVs e Áudio,2070.96,4,20,6627.07,Cartão de Crédito,RJ,Entregue
PED-10412,2024-02-17,CLI-7919,Headphone Bluetooth,Computadores,236.15,4,0,944.6,PayPal,RS,Entregue
PED-10413,2024-02-18,CLI-3165,Fone de Ouvido TWS,TVs e Áudio,492.37,1,0,492.37,Cartão de Débito,BA,Entregue
PED-10414,2024-02-19,CLI-8826,Notebook Pro 15,Computadores,3099.56,2,0,6199.12,PIX,PE,Entregue
PED-10415,2024-02-20,CLI-2160,Tripé para Câmera,TVs e Áudio,1778.77,1,0,1778.77,PIX,DF,Entregue
PED-10416,2024-02-21,CLI-4751,Smartwatch,Smartphones,357.03,1,10,321.33,PIX,PR,Entregue
PED-10417,2024-02-22,CLI-7276,Câmera DSLR,Armazenamento,2089.75,1,0,2089.75,Cartão de Débito,AM,Cancelado
PED-10418,2024-02-23,CLI-2463,Carregador Rápido,Fotografia,336.73,2,20,538.77,Boleto,PR,Em Processamento
PED-10419,2024-02-24,CLI-2678,Mouse Gamer,Computadores,461.47,2,15,784.5,Boleto,SC,Entregue
PED-10420,2024-02-25,CLI-2690,"Monitor 27""",TVs e Áudio,659.83,2,0,1319.66,Boleto,GO,Enviado
PED-10421,2024-02-26,CLI-6133,Smartwatch,Smartphones,328.77,2,20,526.03,Cartão de Crédito,RJ,Entregue
PED-10422,2024-02-27,CLI-7022,Smartwatch,Smartphones,359.93,1,20,287.94,Cartão de Crédito,GO,Enviado
PED-10423,2024-02-28,CLI-5902,Smartphone Galaxy X,Fotografia,1559.09,1,15,1325.23,PayPal,GO,Em Processamento
PED-10424,2024-02-29,CLI-3246,Câmera DSLR,TVs e Áudio,1948.68,1,5,1851.25,Cartão de Débito,PA,Entregue
PED-10425,2024-03-01,CLI-7270,Fone de Ouvido TWS,Armazenamento,464.44,1,15,394.77,PayPal,SP,Entregue
PED-10426,2024-03-02,CLI-3181,Teclado Mecânico,Computadores,573.48,1,5,544.81,Cartão de Crédito,RJ,Entregue
PED-10427,2024-03-03,CLI-3340,Caixa de Som Wireless,Armazenamento,487.31,3,15,1242.64,Cartão de Débito,BA,Entregue
PED-10428,2024-03-04,CLI-2120,"Smart TV 50""",Periféricos,3521.02,1,0,3521.02,PIX,BA,Entregue
PED-10429,2024-03-05,CLI-9691,Caixa de Som Wireless,Periféricos,472.26,1,20,377.81,Cartão de Débito,BA,Entregue
PED-10430,2024-03-06,CLI-1138,Mouse Gamer,Acessórios,473.16,1,0,473.16,Cartão de Crédito,CE,Entregue
PED-10431,2024-03-07,CLI-3688,Power Bank,Smartphones,474.09,2,0,948.18,PIX,PE,Em Processamento
PED-10432,2024-03-08,CLI-8210,Fone de Ouvido TWS,Periféricos,475.01,2,15,807.52,PIX,SP,Devolvido
PED-10433,2024-03-09,CLI-6753,SSD 1TB,Smartphones,617.53,1,20,494.02,Cartão de Débito,GO,Entregue
PED-10434,2024-03-10,CLI-4490,Teclado Mecânico,Fotografia,569.57,1,5,541.09,Boleto,SP,Entregue
PED-10435,2024-03-11,CLI-3480,Smartphone Galaxy X,TVs e Áudio,1438.52,2,0,2877.04,Cartão de Crédito,AM,Entregue
PED-10436,2024-03-12,CLI-7745,Headphone Bluetooth,Acessórios,245.21,1,0,245.21,Cartão de Crédito,MG,Entregue
